# GMOS-N old ccd chip gaps, unbinned after gmosaic
2046 2086 1 4608
4133 4176 1 4608
# GMOS-N new ccd chip gaps (Hamamatsu), unbinned after gmosaic #hcode
2046 2086 1 4608
4133 4176 1 4608
