1.629168086997 1.
1.6150523031634 2.
1.6004445587539 3.
1.5853493034291 4.
1.56977113535 5.
1.5537147997774 6.
1.5371851876267 7.
1.5201873339779 8.
1.5027264165419 9.
1.4848077540831 10.
1.4664368047999 11.
1.4476191646612 12.
1.4283605657026 13.
1.4086668742798 14.
1.3885440892821 15.
1.3679983403045 16.
1.3470358857814 17.
1.3256631110794 18.
1.3038865265527 19.
1.2817127655598 20.
1.2591485824433 21.
1.2362008504717 22.
1.2128765597467 23.
1.1891828150729 24.
1.1651268337947 25.
1.1407159435968 26.
1.115957580273 27.
1.0908592854604 28.
1.0654287043429 29.
1.0396735833217 30.
1.0136017676563 31.
0.98722119907411 32.
0.96053991335197 33.
0.93356603786793 34.
0.90630778912574 35.
0.87877347025202 36.
0.85097146846701 37.
0.82291025252974 38.
0.79459837015842 39.
0.76604444542665 40.
0.7372571761365 41.
0.70824533116903 42.
0.67901774781327 43.
0.6495833290742 44.
0.61995104096088 45.
0.59012990975533 46.
0.56012901926295 47.
0.52995750804561 48.
0.49962456663787 49.
0.46913943474751 50.
0.438511398441 51.
0.40774978731487 52.
0.37686397165385 53.
0.34586335957656 54.
0.31475739416973 55.
0.28355555061173 56.
0.25226733328635 57.
0.22090227288766 58.
0.18946992351687 59.
0.15797985977208 60.
0.12644167383172 61.
0.094864972532733 62.
0.063259374444201 63.
0.03163450693745 64.
3.2534573368714E-9 65.
