651.0   0.0
651.2   0.0
651.4   0.0
651.6   0.1
651.8   0.1
652.0   0.1
652.2   0.1
652.4   0.1
652.6   0.1
652.8   0.2
653.0   0.2
653.2   0.2
653.4   0.3
653.6   0.3
653.8   0.4
654.0   0.4
654.2   0.5
654.4   0.6
654.6   0.8
654.8   0.9
655.0   1.1
655.2   1.4
655.4   1.8
655.6   2.2
655.8   2.8
656.0   3.6
656.2   4.7
656.4   6.1
656.6   8.0
656.8   10.3
657.0   13.4
657.2   17.2
657.4   21.6
657.6   26.8
657.8   32.4
658.0   38.4
658.2   44.8
658.4   51.2
658.6   57.5
658.8   63.2
659.0   68.3
659.2   72.6
659.4   76.2
659.6   79.1
659.8   81.3
660.0   82.7
660.2   83.7
660.4   84.3
660.6   84.7
660.8   84.9
661.0   85.1
661.2   85.1
661.4   85.3
661.6   85.3
661.8   85.5
662.0   85.5
662.2   85.6
662.4   85.5
662.6   85.4
662.8   85.0
663.0   84.5
663.2   83.5
663.4   82.1
663.6   80.1
663.8   77.5
664.0   74.2
664.2   70.2
664.4   65.5
664.6   60.3
664.8   54.6
665.0   48.5
665.2   42.5
665.4   36.6
665.6   31.0
665.8   25.9
666.0   21.5
666.2   17.5
666.4   14.2
666.6   11.4
666.8   9.2
667.0   7.5
667.2   6.1
667.4   5.1
667.6   4.2
667.8   3.5
668.0   3.0
668.2   2.5
668.4   2.1
668.6   1.8
668.8   1.5
669.0   1.3
669.2   1.1
669.4   0.9
669.6   0.8
669.8   0.7
670.0   0.6
670.2   0.5
670.4   0.4
670.6   0.3
670.8   0.3
671.0   0.2
671.2   0.2
671.4   0.2
671.6   0.1
671.8   0.1
672.0   0.1
672.2   0.1
672.4   0.1
672.6   0.0
672.8   0.0
673.0   0.0
