#
#i'(2) 
680.0    0.0
685.0    0.5
690.0    3.0
695.0   12.0
700.0   26.5
705.0   45.0
710.0   61.5
715.0   73.5
720.0   82.5
725.0   87.0
730.0   91.0
735.0   93.0
740.0   94.0
745.0   95.5
750.0   96.0
755.0   96.5
760.0   97.0
765.0   97.0
770.0   97.0
775.0   97.0 
780.0   97.0
785.0   97.0
790.0   96.5
795.0   96.5
800.0   97.0
805.0   97.5
810.0   97.5	
815.0   97.5
820.0   97.5
825.0   97.5
830.0   97.0
832.5   96.0
835.0   93.5
837.5   89.0
840.0   85.0
842.5   86.0
845.0   90.0
847.5   92.0
850.0   50.0
855.0    5.0
860.0    1.0
865.0    0.5
870.0    0.0
